species code,scientific name,family,order,WoRMS AphiaID
MRL,Muraenolepis spp,MURAENOLEPIDIDAE,GADIFORMES,
UXP,Murex pecten,MURICIDAE,GASTROPODA,404683
MXX,Murex scolopax,MURICIDAE,GASTROPODA,730428
MUE,Murex spp,MURICIDAE,GASTROPODA,
UXT,Murex ternispina,MURICIDAE,GASTROPODA,730433
UXR,Murex trapa,MURICIDAE,GASTROPODA,743629
UXU,Murex tribulus,MURICIDAE,GASTROPODA,743630
HXJ,Muricanthus ambiguus,MURICIDAE,GASTROPODA,406196
HXU,Muricanthus nigritus,MURICIDAE,GASTROPODA,406197
HXX,Muricanthus radix,MURICIDAE,GASTROPODA,406198
JLX,Muricidae,MURICIDAE,GASTROPODA,148
URK,Muricopsis cristata,MURICIDAE,GASTROPODA,140401
JYN,Musculus discors,MYTILIDAE,BIVALVIA,140472
CTU,Mustelus antarcticus,TRIAKIDAE,CARCHARHINIFORMES,271380
SDS,Mustelus asterias,TRIAKIDAE,CARCHARHINIFORMES,105821
CTN,Mustelus californicus,TRIAKIDAE,CARCHARHINIFORMES,271381
CTI,Mustelus canis,TRIAKIDAE,CARCHARHINIFORMES,158518
CTD,Mustelus dorsalis,TRIAKIDAE,CARCHARHINIFORMES,271382
CTF,Mustelus fasciatus,TRIAKIDAE,CARCHARHINIFORMES,271383
CTE,Mustelus griseus,TRIAKIDAE,CARCHARHINIFORMES,271384
CTK,Mustelus henlei,TRIAKIDAE,CARCHARHINIFORMES,271386
CTJ,Mustelus higmani,TRIAKIDAE,CARCHARHINIFORMES,271387
MTL,Mustelus lenticulatus,TRIAKIDAE,CARCHARHINIFORMES,271388
MUU,Mustelus lunulatus,TRIAKIDAE,CARCHARHINIFORMES,271389
MTZ,Mustelus manazo,TRIAKIDAE,CARCHARHINIFORMES,214561
MTE,Mustelus mento,TRIAKIDAE,CARCHARHINIFORMES,271390
MTM,Mustelus mosis,TRIAKIDAE,CARCHARHINIFORMES,214558
SMD,Mustelus mustelus,TRIAKIDAE,CARCHARHINIFORMES,105822
MTR,Mustelus norrisi,TRIAKIDAE,CARCHARHINIFORMES,271392
MUP,Mustelus palumbes,TRIAKIDAE,CARCHARHINIFORMES,214560
MPT,Mustelus punctulatus,TRIAKIDAE,CARCHARHINIFORMES,105823
SDP,Mustelus schmitti,TRIAKIDAE,CARCHARHINIFORMES,271393
MWN,Mustelus sinusmexicanus,TRIAKIDAE,CARCHARHINIFORMES,271394
SDV,Mustelus spp,TRIAKIDAE,CARCHARHINIFORMES,
MUW,Mustelus whitneyi,TRIAKIDAE,CARCHARHINIFORMES,271395
BTQ,Muusoctopus januarii,BATHYPOLYPODIDAE,CEPHALOPODA (OCTOPODS),527149
BUV,Muusoctopus tegginmathae,BATHYPOLYPODIDAE,CEPHALOPODA (OCTOPODS),527165
CLS,Mya arenaria,MYIDAE,BIVALVIA,140430
MWA,Mya spp,MYIDAE,BIVALVIA,
YTK,Mya truncata,MYIDAE,BIVALVIA,140431
MKY,Myaka myaka,CICHLIDAE,CICHLIFORMES,
YHL,Mycale lingua,MYCALIDAE,PORIFERA (DEMOSPONGIAE),133289
MTI,Mycteroperca acutirostris,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),273876
MAB,Mycteroperca bonaci,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),159231
MKC,Mycteroperca cidi,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),273877
MKF,Mycteroperca fusca,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),127038
MKN,Mycteroperca interstitialis,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),273878
MKJ,Mycteroperca jordani,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),273879
MKM,Mycteroperca microlepis,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),273880
MKH,Mycteroperca phenax,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),159233
MKR,Mycteroperca rosacea,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),273883
MKU,Mycteroperca rubra,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),127039
GPB,Mycteroperca spp,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),
MKT,Mycteroperca tigris,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),273884
MKV,Mycteroperca venenosa,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),273885
GBS,Mycteroperca xenarcha,EPINEPHELIDAE,PERCIFORMES (PERCOIDEI),273886
LXX,Myctophidae,MYCTOPHIDAE,MYCTOPHIFORMES,125498
OWS,Myctophum affine,MYCTOPHIDAE,MYCTOPHIFORMES,158902
MCU,Myctophum nitidulum,MYCTOPHIDAE,MYCTOPHIFORMES,126626
MTP,Myctophum punctatum,MYCTOPHIDAE,MYCTOPHIFORMES,126627
MGB,Myersglanis blythii,SISORIDAE,SILURIFORMES,
YTF,Myersina filifer,GOBIIDAE,GOBIIFORMES,281597
MNH,Myersina lachneri,GOBIIDAE,GOBIIFORMES,281598
MSU,Myleus pacu,SERRASALMIDAE,CHARACIFORMES,
EAG,Myliobatidae,MYLIOBATIDAE,MYLIOBATIFORMES,105710
MYL,Myliobatis aquila,MYLIOBATIDAE,MYLIOBATIFORMES,105860
MYF,Myliobatis californica,MYLIOBATIDAE,MYLIOBATIFORMES,271485
MYH,Myliobatis chilensis,MYLIOBATIDAE,MYLIOBATIFORMES,271486
MYM,Myliobatis freminvillei,MYLIOBATIDAE,MYLIOBATIFORMES,399783
MYO,Myliobatis goodei,MYLIOBATIDAE,MYLIOBATIFORMES,271487
MYY,Myliobatis hamlyni,MYLIOBATIDAE,MYLIOBATIFORMES,271488
MYT,Myliobatis longirostris,MYLIOBATIDAE,MYLIOBATIFORMES,271489
FBW,Myliobatis peruviana,MYLIOBATIDAE,MYLIOBATIFORMES,1841067
MWX,Myliobatis spp,MYLIOBATIDAE,MYLIOBATIFORMES,
MYD,Myliobatis tenuicaudatus,MYLIOBATIDAE,MYLIOBATIFORMES,271491
MYJ,Myliobatis tobijei,MYLIOBATIDAE,MYLIOBATIFORMES,271492
MHC,Mylocheilus caurinus,LEUCISCIDAE,CYPRINIFORMES,281605
MVF,Mylochromis formosus,CICHLIDAE,CICHLIFORMES,
LNN,Mylochromis melanonotus,CICHLIDAE,CICHLIFORMES,
MHO,Mylopharodon conocephalus,LEUCISCIDAE,CYPRINIFORMES,
BKC,Mylopharyngodon piceus,XENOCYPRIDIDAE,CYPRINIFORMES,594789
JXJ,Myloplus asterias,SERRASALMIDAE,CHARACIFORMES,
FPF,Myloplus rubripinnis,SERRASALMIDAE,CHARACIFORMES,
JXE,Myloplus schomburgkii,SERRASALMIDAE,CHARACIFORMES,
MLH,Mylossoma acanthogaster,SERRASALMIDAE,CHARACIFORMES,
DKM,Mylossoma albiscopum,SERRASALMIDAE,CHARACIFORMES,
MLU,Mylossoma aureum,SERRASALMIDAE,CHARACIFORMES,
MLD,Mylossoma duriventre,SERRASALMIDAE,CHARACIFORMES,
MMF,Myomenippe fornasinii,MENIPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,211055
MPW,Myomenippe hardwickii,MENIPPIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,440495
MXJ,Myoxocephalus jaok,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),254527
MXO,Myoxocephalus octodecemspinosus,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),159520
TGQ,Myoxocephalus quadricornis,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),254529
MXV,Myoxocephalus scorpius,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),127203
SCU,Myoxocephalus spp,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),
MHK,Myrichthys maculosus,OPHICHTHIDAE,ANGUILLIFORMES,217578
MXU,Myrichthys pardalis,OPHICHTHIDAE,ANGUILLIFORMES,275488
QJH,Myrichthys tigrinus,OPHICHTHIDAE,ANGUILLIFORMES,275489
FMY,Myripristis adusta,HOLOCENTRIDAE,BERYCIFORMES,217926
JMY,Myripristis amaena,HOLOCENTRIDAE,BERYCIFORMES,276190
YJW,Myripristis berndti,HOLOCENTRIDAE,BERYCIFORMES,217927
YJR,Myripristis botche,HOLOCENTRIDAE,BERYCIFORMES,217922
YJY,Myripristis chryseres,HOLOCENTRIDAE,BERYCIFORMES,217920
YKB,Myripristis hexagona,HOLOCENTRIDAE,BERYCIFORMES,217928
MJA,Myripristis jacobus,HOLOCENTRIDAE,BERYCIFORMES,159385
YJZ,Myripristis kuntee,HOLOCENTRIDAE,BERYCIFORMES,217915
HMJ,Myripristis murdjan,HOLOCENTRIDAE,BERYCIFORMES,217925
QMY,Myripristis pralinia,HOLOCENTRIDAE,BERYCIFORMES,217919
YDX,Myripristis spp,HOLOCENTRIDAE,BERYCIFORMES,
VMY,Myripristis violacea,HOLOCENTRIDAE,BERYCIFORMES,217914
YKC,Myripristis vittata,HOLOCENTRIDAE,BERYCIFORMES,217924
WMY,Myripristis woodsi,HOLOCENTRIDAE,BERYCIFORMES,276204
AMC,Myroconger compressus,MYROCONGRIDAE,ANGUILLIFORMES,281606
MXZ,Myrophis plumbeus,OPHICHTHIDAE,ANGUILLIFORMES,275495
MHU,Myrophis punctatus,OPHICHTHIDAE,ANGUILLIFORMES,158643
YIU,Mysia undata,VENERIDAE,BIVALVIA,140728
MSG,Mystacoleucus argenteus,CYPRINIDAE,CYPRINIFORMES,
JVJ,Mystacoleucus atridorsalis,CYPRINIDAE,CYPRINIFORMES,
MJZ,Mystacoleucus obtusirostris,CYPRINIDAE,CYPRINIFORMES,
MZP,Mystacoleucus padangensis,CYPRINIDAE,CYPRINIFORMES,
MYS,Mysticeti,,CETACEA (MYSTICETI),148724
MZA,Mystriophis crosnieri,OPHICHTHIDAE,ANGUILLIFORMES,281611
MZB,Mystriophis rostellatus,OPHICHTHIDAE,ANGUILLIFORMES,281612
IES,Mystus atrifasciatus,BAGRIDAE,SILURIFORMES,
IFE,Mystus bocourti,BAGRIDAE,SILURIFORMES,
BMC,Mystus cavasius,BAGRIDAE,SILURIFORMES,281615
BMG,Mystus gulio,BAGRIDAE,SILURIFORMES,281616
IFF,Mystus multiradiatus,BAGRIDAE,SILURIFORMES,
IFG,Mystus mysticetus,BAGRIDAE,SILURIFORMES,
BMZ,Mystus nigriceps,BAGRIDAE,SILURIFORMES,
IFH,Mystus rhegma,BAGRIDAE,SILURIFORMES,
IFI,Mystus singaringan,BAGRIDAE,SILURIFORMES,
BXM,Mystus spp,BAGRIDAE,SILURIFORMES,
BMT,Mystus tengara,BAGRIDAE,SILURIFORMES,
BMV,Mystus vittatus,BAGRIDAE,SILURIFORMES,281620
YEG,Mytella guyanensis,MYTILIDAE,BIVALVIA,533145
YEP,Mytella speciosa,MYTILIDAE,BIVALVIA,506152
YER,Mytella strigata,MYTILIDAE,BIVALVIA,1458663
MSX,Mytilidae,MYTILIDAE,BIVALVIA,211
YIH,Mytilopsis leucophaeata,DREISSENIDAE,BIVALVIA,156887
YSQ,Mytilopsis sallei,DREISSENIDAE,BIVALVIA,397147
MUJ,Mytilus californianus,MYTILIDAE,BIVALVIA,367837
MYC,Mytilus chilensis,MYTILIDAE,BIVALVIA,397041
MUS,Mytilus edulis,MYTILIDAE,BIVALVIA,140480
MSM,Mytilus galloprovincialis,MYTILIDAE,BIVALVIA,140481
MYA,Mytilus planulatus,MYTILIDAE,BIVALVIA,506160
MSR,Mytilus platensis,MYTILIDAE,BIVALVIA,506158
MYV,Mytilus spp,MYTILIDAE,BIVALVIA,
YUS,Mytilus trossulus,MYTILIDAE,BIVALVIA,140482
MUK,Mytilus unguiculatus,MYTILIDAE,BIVALVIA,541675
MYG,Myxine glutinosa,MYXINIDAE,MYXINIFORMES,101170
MYX,Myxinidae,MYXINIDAE,MYXINIFORMES,101162
MXS,Myxocyprinus asiaticus,CATOSTOMIDAE,CYPRINIFORMES,
MXB,Myxodagnus belone,DACTYLOSCOPIDAE,BLENNIIFORMES,281622
MXC,Myxodes cristatus,CLINIDAE,BLENNIIFORMES,281627
MXE,Myxus elongatus,MUGILIDAE,MUGILIFORMES,276971
YEL,Myzopsetta ferruginea,PLEURONECTIDAE,CARANGIFORMES (PLEURONECTOIDEI),1571969
EOR,Myzopsetta proboscidea,PLEURONECTIDAE,CARANGIFORMES (PLEURONECTOIDEI),319505
EON,Myzopsetta punctatissima,PLEURONECTIDAE,CARANGIFORMES (PLEURONECTOIDEI),1605262
NCI,Nacella concinna,NACELLIDAE,GASTROPODA,197296
NCJ,Nacella edgari,NACELLIDAE,GASTROPODA,870959
NKG,Nacella kerguelenensis,NACELLIDAE,GASTROPODA,197297
NVC,Naevochromis chrysogaster,CICHLIDAE,CICHLIFORMES,
NGF,Nagaichthys filipes,CHAUDHURIIDAE,SYNBRANCHIFORMES,
NBE,Nalbantichthys elongatus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),281630
VJP,Nandopsis haitiensis,CICHLIDAE,CICHLIFORMES,281631
NAA,Nandus nandus,NANDIDAE,ANABANTIFORMES,281633
NCN,Nannacara anomala,CICHLIDAE,CICHLIFORMES,
NNU,Nannaethiops unitaeniatus,DISTICHODONTIDAE,CHARACIFORMES,
NHB,Nannatherina balstoni,PERCICHTHYIDAE,CENTRARCHIFORMES,
NAL,Nannocampus elegans,SYNGNATHIDAE,SYNGNATHIFORMES,218029
NXA,Nannocharax altus,DISTICHODONTIDAE,CHARACIFORMES,
HXA,Nannocharax angolensis,DISTICHODONTIDAE,CHARACIFORMES,
ZWJ,Nannochloropsis oculata,MONODOPSIDACEAE,HETEROKONTOPHYTA (EUSTIGMATOPHYCEAE),376148
NPO,Nannoperca oxleyana,PERCICHTHYIDAE,CENTRARCHIFORMES,
EDV,Nannoperca vittata,PERCICHTHYIDAE,CENTRARCHIFORMES,
NNA,Nannopetersius ansorgii,ALESTIDAE,CHARACIFORMES,
NAV,Nannosalarias nativitatis,BLENNIIDAE,BLENNIIFORMES,281636
NNB,Nannostomus beckfordi,LEBIASINIDAE,CHARACIFORMES,
IPW,Nannostomus marginatus,LEBIASINIDAE,CHARACIFORMES,
CNR,Nannothrissa parva,DOROSOMATIDAE,CLUPEIFORMES,
NCS,Nanochromis consortus,CICHLIDAE,CICHLIFORMES,
ZON,Nanozostera noltei,ZOSTERACEAE,TRACHEOPHYTA (ALISMATALES),
NSZ,Nansenia antarctica,MICROSTOMATIDAE,ARGENTINIFORMES,234651
MNA,Nansenia ardesiaca,MICROSTOMATIDAE,ARGENTINIFORMES,272924
NFD,Nansenia macrolepis,MICROSTOMATIDAE,ARGENTINIFORMES,221413
NAN,Nansenia spp,MICROSTOMATIDAE,ARGENTINIFORMES,
NAE,Narcetes erimelas,ALEPOCEPHALIDAE,ALEPOCEPHALIFORMES,126705
NZZ,Narcetes stomias,ALEPOCEPHALIDAE,ALEPOCEPHALIFORMES,126706
TZB,Narcine bancroftii,NARCINIDAE,TORPEDINIFORMES,275386
TNA,Narcine brasiliensis,NARCINIDAE,TORPEDINIFORMES,157866
TNR,Narcine brevilabiata,NARCINIDAE,TORPEDINIFORMES,275387
TNU,Narcine brunnea,NARCINIDAE,TORPEDINIFORMES,275388
TNE,Narcine entemedor,NARCINIDAE,TORPEDINIFORMES,275389
TNL,Narcine lingula,NARCINIDAE,TORPEDINIFORMES,275394
TNO,Narcine prodorsalis,NARCINIDAE,TORPEDINIFORMES,275397
TNN,Narcine rierai,NARCINIDAE,TORPEDINIFORMES,221343
TNQ,Narcine timlei,NARCINIDAE,TORPEDINIFORMES,275399
TNV,Narcine vermiculata,NARCINIDAE,TORPEDINIFORMES,1486845
NXE,Narcinidae,NARCINIDAE,TORPEDINIFORMES,148816
TNT,Narcinops tasmaniensis,NARCINIDAE,TORPEDINIFORMES,1460171
TNW,Narcinops westraliensis,NARCINIDAE,TORPEDINIFORMES,1486855
YQR,Naria erosa,CYPRAEIDAE,GASTROPODA,1075042
TNK,Narke capensis,NARKIDAE,TORPEDINIFORMES,221344
TNG,Narke dipterygia,NARKIDAE,TORPEDINIFORMES,278821
TNJ,Narke japonica,NARKIDAE,TORPEDINIFORMES,278822
NBH,Naso annulatus,ACANTHURIDAE,ACANTHURIFORMES,219673
FNA,Naso brachycentron,ACANTHURIDAE,ACANTHURIFORMES,219664
NAB,Naso brevirostris,ACANTHURIDAE,ACANTHURIFORMES,219671
WNA,Naso caeruleacauda,ACANTHURIDAE,ACANTHURIFORMES,278003
QJR,Naso hexacanthus,ACANTHURIDAE,ACANTHURIFORMES,219667
NAI,Naso lituratus,ACANTHURIDAE,ACANTHURIFORMES,219665
ZNA,Naso spp,ACANTHURIDAE,ACANTHURIFORMES,
NAS,Naso unicornis,ACANTHURIDAE,ACANTHURIFORMES,219668
NIQ,Naso vlamingii,ACANTHURIDAE,ACANTHURIFORMES,219672
CNX,Nasolamia velox,CARCHARHINIDAE,CARCHARHINIFORMES,281637
NSF,Nassa francolinus,MURICIDAE,GASTROPODA,215686
NSX,Nassa serta,MURICIDAE,GASTROPODA,215680
NJA,Nassarius arcularia,NASSARIIDAE,GASTROPODA,140491
NJO,Nassarius coronatus,NASSARIIDAE,GASTROPODA,215725
NJR,Nassarius crematus,NASSARIIDAE,GASTROPODA,215730
NJD,Nassarius dorsatus,NASSARIIDAE,GASTROPODA,572148
NJN,Nassarius glans,NASSARIIDAE,GASTROPODA,215741
NBX,Nassarius spp,NASSARIIDAE,GASTROPODA,
NLL,Natalichthys leptus,PSEUDOCHROMIDAE,BLENNIIFORMES,218322
DCP,Natantia,,NATANTIA,
FBT,Natator depressus,CHELONIIDAE,TESTUDINES,344093
NKA,Natica adansoni,NATICIDAE,GASTROPODA,224855
NJB,Natica broderipiana,NATICIDAE,GASTROPODA,568313
NKO,Natica collaria,NATICIDAE,GASTROPODA,224835
NKM,Natica fulminea,NATICIDAE,GASTROPODA,225279
NKK,Natica marochiensis,NATICIDAE,GASTROPODA,208000
NDX,Natica spp,NATICIDAE,GASTROPODA,
NJS,Natica stellata,NATICIDAE,GASTROPODA,571879
NKT,Natica turtoni,NATICIDAE,GASTROPODA,224854
NJV,Natica vitellus,NATICIDAE,GASTROPODA,571880
NKH,Naticarius hebraeus,NATICIDAE,GASTROPODA,720569
NKS,Naticarius stercusmuscarum,NATICIDAE,GASTROPODA,720574
NAU,Naucrates ductor,CARANGIDAE,CARANGIFORMES (CARANGOIDEI),126811
NAO,Nautichthys oculofasciatus,AGONIDAE,PERCIFORMES (COTTOIDEI),254542
NUX,Nautilus macromphalus,NAUTILIDAE,CEPHALOPODA (CHAMBERED NAUTILUSES),342236
NUK,Nautilus pompilius,NAUTILIDAE,CEPHALOPODA (CHAMBERED NAUTILUSES),216384
NLT,Nealotus tripes,GEMPYLIDAE,SCOMBRIFORMES (SCOMBROIDEI),126864
NMT,Neamia octospina,APOGONIDAE,GOBIIFORMES,209404
UNW,Neanthes fucata,NEREIDIDAE,ANELLIDA (POLYCHAETA),130387
NZH,Neanthes kerguelensis,NEREIDIDAE,ANELLIDA (POLYCHAETA),130390
NYO,Neatypus obliquus,MICROCANTHIDAE,CENTRARCHIFORMES,281638
NXV,Neaxius vivesi,STRAHLAXIIDAE,DECAPODA (PLEOCYEMATA) AXIIDEA,477829
NBM,Nebris microps,SCIAENIDAE,ACANTHURIFORMES,281639
NBO,Nebris occidentalis,SCIAENIDAE,ACANTHURIFORMES,281640
ORZ,Nebrius ferrugineus,GINGLYMOSTOMATIDAE,ORECTOLOBIFORMES,220030
IRR,Nebularia eremitarum,MITRIDAE,GASTROPODA,1063206
LIO,Necora puber,POLYBIIDAE,DECAPODA (PLEOCYEMATA) BRACHYURA,107398
NCP,Nectoliparis pelagicus,LIPARIDAE,PERCIFORMES (COTTOIDEI),281641
NYY,Nedystoma dayi,ARIIDAE,SILURIFORMES,
OND,Neenchelys daedalus,OPHICHTHIDAE,ANGUILLIFORMES,281644
NRN,Neetroplus nematopus,CICHLIDAE,CICHLIFORMES,
NGA,Negaprion acutidens,CARCHARHINIDAE,CARCHARHINIFORMES,217356
NGB,Negaprion brevirostris,CARCHARHINIDAE,CARCHARHINIFORMES,105800
ZNL,Nelumbo nucifera,NELUMBONACEAE,TRACHEOPHYTA (PROTEALES),
NLY,Nelusetta ayraud,MONACANTHIDAE,TETRAODONTIFORMES,281648
NMS,Nemaclinus atelestos,LABRISOMIDAE,BLENNIIFORMES,281649
NYQ,Nemacystus decipiens,CHORDARIACEAE,HETEROKONTOPHYTA (PHAEOPHYCEAE),214329
CTA,Nemadactylus bergi,LATRIDAE,CENTRARCHIFORMES,281650
CDD,Nemadactylus douglasii,LATRIDAE,CENTRARCHIFORMES,281651
TAK,Nemadactylus macropterus,LATRIDAE,CENTRARCHIFORMES,281653
TLD,Nemadactylus monodactylus,LATRIDAE,CENTRARCHIFORMES,281654
MOW,Nemadactylus spp,LATRIDAE,CENTRARCHIFORMES,
NMB,Nemadoras humeralis,DORADIDAE,SILURIFORMES,
NLO,Nemalion elminthoides,NEMALIACEAE,RHODOPHYTA (FLORIDEOPHYCEAE),145765
MYE,Nemamyxine elongata,MYXINIDAE,MYXINIFORMES,281657
NMR,Nemanthias carberryi,ANTHIADIDAE,PERCIFORMES (PERCOIDEI),209205
AUC,Nemapteryx nenga,ARIIDAE,SILURIFORMES,281663
NEL,Nematabramis alestes,DANIONIDAE,CYPRINIFORMES,
DNB,Nematalosa arabica,DOROSOMATIDAE,CLUPEIFORMES,217449
NCO,Nematalosa come,DOROSOMATIDAE,CLUPEIFORMES,278453
CNE,Nematalosa erebi,DOROSOMATIDAE,CLUPEIFORMES,278454
CNJ,Nematalosa japonica,DOROSOMATIDAE,CLUPEIFORMES,278456
CNS,Nematalosa nasus,DOROSOMATIDAE,CLUPEIFORMES,217450
DNH,Nematalosa persara,DOROSOMATIDAE,CLUPEIFORMES,278457
DNN,Nematalosa resticularia,DOROSOMATIDAE,CLUPEIFORMES,217448
NME,Nemateleotris decora,GOBIIDAE,GOBIIFORMES,219612
IFQ,Nemateleotris magnifica,GOBIIDAE,GOBIIFORMES,219611
NMP,Nematistius pectoralis,NEMATISTIIDAE,CARANGIFORMES (NEMATISTIOIDEI),281664
NET,Nematobrycon lacortei,CHARACIDAE,CHARACIFORMES,
WJX,Nematocarcinidae,NEMATOCARCINIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,106784
NCF,Nematocarcinus africanus,NEMATOCARCINIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,240822
NCZ,Nematocarcinus agassizii,NEMATOCARCINIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,514302
NYX,Nematocarcinus spp,NEMATOCARCINIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,
MGN,Nematogenys inermis,NEMATOGENYIDAE,SILURIFORMES,
NMZ,Nematogobius brachynemus,GOBIIDAE,GOBIIFORMES,281666
NMO,Nematogobius maindroni,GOBIIDAE,GOBIIFORMES,281667
NLH,Nematopalaemon hastatus,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,240836
NLC,Nematopalaemon schmitti,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,514443
NLN,Nematopalaemon tenuipes,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,220144
NMH,Nematops macrochirus,POECILOPSETTIDAE,CARANGIFORMES (PLEURONECTOIDEI),281669
UKJ,Nemertesia antennina,PLUMULARIIDAE,CNIDARIA (HYDROZOA),117809
UKL,Nemertesia ramosa,PLUMULARIIDAE,CNIDARIA (HYDROZOA),117815
VFX,Nemichthyidae,NEMICHTHYIDAE,ANGUILLIFORMES,125432
ANU,Nemichthys curvirostris,NEMICHTHYIDAE,ANGUILLIFORMES,126305
ANM,Nemichthys scolopaceus,NEMICHTHYIDAE,ANGUILLIFORMES,126306
THD,Nemipteridae,NEMIPTERIDAE,ACANTHURIFORMES,151459
NNI,Nemipterus balinensis,NEMIPTERIDAE,ACANTHURIFORMES,278118
NNT,Nemipterus bathybius,NEMIPTERIDAE,ACANTHURIFORMES,278120
KZJ,Nemipterus bipunctatus,NEMIPTERIDAE,ACANTHURIFORMES,218517
NNC,Nemipterus celebicus,NEMIPTERIDAE,ACANTHURIFORMES,278121
QJT,Nemipterus furcosus,NEMIPTERIDAE,ACANTHURIFORMES,278122
NNR,Nemipterus gracilis,NEMIPTERIDAE,ACANTHURIFORMES,278123
NNH,Nemipterus hexodon,NEMIPTERIDAE,ACANTHURIFORMES,278124
NNJ,Nemipterus japonicus,NEMIPTERIDAE,ACANTHURIFORMES,218515
NNM,Nemipterus marginatus,NEMIPTERIDAE,ACANTHURIFORMES,278126
NNO,Nemipterus mesoprion,NEMIPTERIDAE,ACANTHURIFORMES,278127
NNF,Nemipterus nematophorus,NEMIPTERIDAE,ACANTHURIFORMES,278128
NNQ,Nemipterus nemurus,NEMIPTERIDAE,ACANTHURIFORMES,218522
NNK,Nemipterus peronii,NEMIPTERIDAE,ACANTHURIFORMES,218520
NNZ,Nemipterus randalli,NEMIPTERIDAE,ACANTHURIFORMES,218518
THB,Nemipterus spp,NEMIPTERIDAE,ACANTHURIFORMES,
NND,Nemipterus tambuloides,NEMIPTERIDAE,ACANTHURIFORMES,278130
THG,Nemipterus virgatus,NEMIPTERIDAE,ACANTHURIFORMES,278133
KZI,Nemipterus zysron,NEMIPTERIDAE,ACANTHURIFORMES,218519
BNF,Nemoossis belloci,ALBULIDAE,ALBULIFORMES,1043474
MHX,Nemopilema nomurai,RHIZOSTOMATIDAE,CNIDARIA (SCYPHOZOA),290453
NGL,Nemuroglanis lanceolatus,HEPTAPTERIDAE,SILURIFORMES,
PAZ,Neoachiropsetta milfordi,ACHIROPSETTIDAE,CARANGIFORMES (PLEURONECTOIDEI),234804
NPT,Neoaploactis tridorsalis,SYNANCEIIDAE,PERCIFORMES (SCORPAENOIDEI),281672
QKC,Neoarius graeffei,ARIIDAE,SILURIFORMES,281673
AUA,Neoarius leptaspis,ARIIDAE,SILURIFORMES,281674
JJT,Neoarius midgleyi,ARIIDAE,SILURIFORMES,281675
BLG,Neobathyclupea argentea,BATHYCLUPEIDAE,ACROPOMATIFORMES,1526187
NEO,Neobola moeruensis,DANIONIDAE,CYPRINIFORMES,
NBT,Neobuccinum eatoni,PROSIPHONIDAE,GASTROPODA,197303
ONS,Neobythites analis,OPHIDIIDAE,OPHIDIIFORMES,217811
KZH,Neobythites steatiticus,OPHIDIIDAE,OPHIDIIFORMES,217809
KZG,Neobythites stefanovi,OPHIDIIDAE,OPHIDIIFORMES,276641
CID,Neocaridina denticulata,ATYIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,586595
NPG,Neocentropogon aeglefinus,SYNANCEIIDAE,PERCIFORMES (SCORPAENOIDEI),278571
NEF,Neoceratias spinifer,NEOCERATIIDAE,LOPHIIFORMES,159187
CNF,Neoceratodus forsteri,NEOCERATODONTIDAE,CERATODONTIFORMES,
GNB,Neochanna burrowsius,GALAXIIDAE,GALAXIIFORMES,
GGC,Neochanna cleaveri,GALAXIIDAE,GALAXIIFORMES,
GND,Neochanna diversus,GALAXIIDAE,GALAXIIFORMES,
KZY,Neochelon falcipinnis,MUGILIDAE,MUGILIFORMES,1042873
NCR,Neocirrhites armatus,CIRRHITIDAE,CENTRARCHIFORMES,281678
NCB,Neoclinus blanchardi,CHAENOPSIDAE,BLENNIIFORMES,281679
AMN,Neoconger tuberculatus,MORINGUIDAE,ANGUILLIFORMES,275440
GQC,Neocrangon communis,CRANGONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,423552
CNY,Neocyema erythrosoma,NEOCYEMATIDAE,ANGUILLIFORMES,221437
ONE,Neocyttus helgae,OREOSOMATIDAE,ZEIFORMES,127423
